idacidente;longitude;latitude;data;hora;log1;log2;predial1;regiao;tipo_acid;tipo_veic;dia_sem;periododia;sit_vitima;sexo;idade;fx_et;fatais
730245;-51,21961626;-30,03966611;10/05/2023;19:30:00;R GEN LIMA E SILVA;;832;CENTRO;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;32;26 A 35;0
692630;-51,23313953;-30,03992293;15/02/2022;19:15:00;AV EDVALDO PEREIRA PAIVA;;2;SUL;ATROPELAMENTO;;TERÇA-FEIRA;NOITE;PEDESTRE;MASCULINO;;NI;0
730050;-51,16574455;-30,0403312;09/05/2023;12:00:00;AV PROTASIO ALVES;;4614;LESTE;NAO CADASTRADO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;;NI;0
646795;-51,151835;-30,020495;26/04/2018;19:10:00;AV DO FORTE;;1122;NORTE;ATROPELAMENTO;;QUINTA-FEIRA;NOITE;PEDESTRE;MASCULINO;79;60 +;1
685713;-51,18731111;-30,01396243;02/08/2021;07:30:00;R DOM PEDRO II;;800;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;27;26 A 35;0
690087;-51,17635095;-30,03931753;05/12/2021;15:45:00;AV PROTASIO ALVES;;3434;LESTE;ABALROAMENTO;MOTOCICLETA;DOMINGO;TARDE;CONDUTOR;MASCULINO;21;18 A 25;0
735762;-51,23182244;-30,04801247;17/09/2023;21:00:00;AV IPIRANGA;AV PRAIA DE BELAS;;CENTRO;COLISÃO;MOTOCICLETA;DOMINGO;NOITE;CONDUTOR;MASCULINO;55;46 A 59;0
684849;-51,19015656;-29,98693906;25/07/2021;18:30:00;AV JOSE ALOISIO FILHO;AV AMYNTHAS JACQUES DE MORAES;145;NORTE;ABALROAMENTO;MOTOCICLETA;DOMINGO;NOITE;CONDUTOR;MASCULINO;32;26 A 35;0
644034;-51,161836;-30,01277;18/01/2018;20:40:00;R ANTONIO JOAQUIM MESQUITA;;195;NORTE;ATROPELAMENTO;;QUINTA-FEIRA;NOITE;PEDESTRE;FEMININO;49;46 A 59;0
680353;-51,14632038;-30,02727761;27/03/2021;20:35:00;R DOM LUIZ GUANELLA;;420;NORTE;ABALROAMENTO;BICICLETA;SÁBADO;NOITE;CONDUTOR;MASCULINO;43;36 A 45;0
678820;-51,19788667;-29,99797472;13/01/2021;16:05:00;AV FARRAPOS;;4000;NORTE;QUEDA;;QUARTA-FEIRA;TARDE;PEDESTRE;FEMININO;33;26 A 35;0
653739;-51,196486;-30,054615;01/11/2018;08:00:00;R EVARISTO DA VEIGA;;226;LESTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;OCUPANTE;MASCULINO;;NI;0
685898;-51,24402283;-30,08167368;20/08/2021;23:40:00;AV PINHEIRO BORDA;;635;SUL;CHOQUE;AUTOMÓVEL;SEXTA-FEIRA;NOITE;CONDUTOR;FEMININO;53;46 A 59;0
700171;-51,22173729;-30,02965579;08/09/2022;16:15:00;AV INDEPENDENCIA;R CEL VICENTE;;CENTRO;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;OCUPANTE;FEMININO;25;18 A 25;0
697798;-51,21858979;-30,11104181;10/07/2022;13:30:00;AV VICENTE MONTEGGIA;;1957;SUL;NAO CADASTRADO;MOTOCICLETA;DOMINGO;TARDE;CONDUTOR;MASCULINO;24;18 A 25;0
682102;-51,17336391;-30,11627137;15/05/2021;16:45:00;ESTR AFONSO LOURENCO MARIANTE;;387;LESTE;ABALROAMENTO;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;MASCULINO;28;26 A 35;0
692820;-51,1886233;-30,15984283;23/02/2022;11:50:00;AV JUCA BATISTA;;4597;SUL;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;24;18 A 25;0
691637;-51,19736988;-30,00627671;21/01/2022;09:45:00;AV BRASIL;;1000;NORTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;MANHÃ;CONDUTOR;FEMININO;53;46 A 59;0
652035;-51,220304;-30,051077;06/09/2018;16:45:00;R GONCALVES DIAS;R GEN CALDWELL;0;SUL;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;OCUPANTE;FEMININO;;NI;0
645386;-51,151053;-30,041545;03/03/2018;19:50:00;AV PROTASIO ALVES;;6047;LESTE;ATROPELAMENTO;;SÁBADO;NOITE;PEDESTRE;FEMININO;71;60 +;0
661458;-51,1372773;-30,18637951;20/06/2019;06:30:00;AV EDGAR PIRES DE CASTRO;;6989;SUL;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;24;18 A 25;0
701937;-51,23162719;-30,09860775;22/10/2022;19:45:00;AV CAVALHADA;;2473;SUL;COLISÃO;MOTOCICLETA;SÁBADO;NOITE;CONDUTOR;MASCULINO;;NI;0
646622;-51,149744;-30,041709;16/04/2018;12:15:00;AV PROTASIO ALVES;;6220;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;30;26 A 35;0
736217;-51,19008512;-30,00194337;30/09/2023;01:53:00;AV SERTORIO;R SOUZA REIS;1541;NORTE;ABALROAMENTO;CAMINHÃO;SÁBADO;MADRUGADA;CONDUTOR;MASCULINO;64;60 +;0
691730;-51,10442152;-30,00884428;25/01/2022;20:42:00;R RUDI SCHALY;;460;NORTE;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;CONDUTOR;FEMININO;38;36 A 45;0
678379;-51,18114752;-30,15548217;10/01/2021;20:20:00;AV EDGAR PIRES DE CASTRO;;1074;SUL;COLISÃO;AUTOMÓVEL;DOMINGO;NOITE;CONDUTOR;FEMININO;40;36 A 45;0
685701;-51,12282744;-29,98939846;14/08/2021;19:10:00;R SENHOR DO BOM FIM;;177;NORTE;COLISÃO;CARROÇA;SÁBADO;NOITE;OCUPANTE;FEMININO;22;18 A 25;0
701412;-51,11561109;-29,98193602;13/10/2022;07:25:00;AV ASSIS BRASIL;;8450;NORTE;NAO CADASTRADO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;28;26 A 35;0
703313;-51,21977957;-30,04316712;25/11/2022;17:20:00;R JOSE DO PATROCINIO;;1050;CENTRO;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;43;36 A 45;0
703648;-51,19335238;-30,02456595;02/12/2022;01:40:00;R EUDORO BERLINK;;445;LESTE;CHOQUE;AUTOMÓVEL;SEXTA-FEIRA;MADRUGADA;OCUPANTE;MASCULINO;;NI;0
716385;-51,22335395;-30,08092196;08/02/2023;01:45:00;R CRUZEIRO DO SUL;;46;SUL;ABALROAMENTO;AUTOMÓVEL;QUARTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;27;26 A 35;0
683416;-51,24717451;-30,08420064;17/06/2021;07:30:00;AV DIARIO DE NOTICIAS;;300;SUL;CHOQUE;AUTOMÓVEL;QUINTA-FEIRA;MANHÃ;CONDUTOR;FEMININO;39;36 A 45;0
727461;-51,20614194;-30,03239318;12/03/2023;20:30:00;R VASCO DA GAMA;;585;LESTE;NAO CADASTRADO;AUTOMÓVEL;DOMINGO;NOITE;OCUPANTE;FEMININO;;NI;0
649346;-51,128293;-29,990595;03/07/2018;19:15:00;AV MINAS GERAIS;;355;NORTE;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;OCUPANTE;FEMININO;6;0 A 10;0
702537;-51,15123702;-30,02389363;07/11/2022;18:30:00;AV FORTE;TRAV GERMANO STEIGLEDER SOBRINHO;1500;NORTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;NOITE;OCUPANTE;MASCULINO;77;60 +;0
679241;-51,15357157;-30,06591946;08/02/2021;06:40:00;R NERO JOSE DA SILVA FILHO;;56;LESTE;CHOQUE;AUTOMÓVEL;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;38;36 A 45;0
733920;-51,15112047;-30,03316227;21/07/2023;09:40:00;AV SATURNINO DE BRITO;;1027;NORTE;ATROPELAMENTO;AUTOMÓVEL;SEXTA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;35;26 A 35;0
648432;-51,198283;-30,039846;05/06/2018;19:00:00;AV PROTASIO ALVES;;1025;LESTE;ATROPELAMENTO;;TERÇA-FEIRA;NOITE;PEDESTRE;FEMININO;56;46 A 59;0
674695;-51,16010606;-30,16049471;14/08/2020;20:00:00;AV EDGAR PIRES DE CASTRO;R SCHNEIDER;3295;SUL;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
674820;-51,20398298;-30,04352798;30/08/2020;20:35:00;AV IPIRANGA;R SAO MANOEL;2455;LESTE;ABALROAMENTO;BICICLETA;DOMINGO;NOITE;CONDUTOR;MASCULINO;41;36 A 45;0
717171;-51,1992149;-29,99855078;06/03/2023;09:00:00;R DONA MARGARIDA;;346;NORTE;CHOQUE;AUTOMÓVEL;SEGUNDA-FEIRA;MANHÃ;OCUPANTE;FEMININO;67;60 +;0
694930;-51,12859738;-30,01166538;24/04/2022;15:00:00;AV BALTAZAR DE OLIVEIRA GARCIA;;1589;NORTE;CHOQUE;MOTOCICLETA;DOMINGO;TARDE;CONDUTOR;FEMININO;;NI;0
731044;-51,18659363;-30,18016262;21/03/2023;19:15:00;R TUNEL VERDE;;55;SUL;EVENTUAL;MOTOCICLETA;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;75;60 +;0
733663;-51,16003747;-30,01074831;27/07/2023;15:31:00;AV FRANCISCO TREIN;R SAPE;;NORTE;COLISÃO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;;NI;0
661002;-51,2122938;-30,05257579;22/05/2019;15:47:00;AV PROF OSCAR PEREIRA;;153;SUL;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;23;18 A 25;0
689380;-51,21207035;-30,04667088;19/11/2021;10:40:00;AV IPIRANGA;;1500;CENTRO;ATROPELAMENTO;MOTOCICLETA;SEXTA-FEIRA;MANHÃ;PEDESTRE;FEMININO;56;46 A 59;0
727461;-51,20614194;-30,03239318;12/03/2023;20:30:00;R VASCO DA GAMA;;585;LESTE;NAO CADASTRADO;AUTOMÓVEL;DOMINGO;NOITE;OCUPANTE;FEMININO;;NI;0
654517;-51,18304;-30,066322;23/11/2018;20:20:00;AV SILVADO;;154;SUL;COLISÃO;AUTOMÓVEL;SEXTA-FEIRA;NOITE;CONDUTOR;FEMININO;22;18 A 25;0
678315;-51,21351421;-30,06839295;08/01/2021;12:40:00;AV MOAB CALDAS;R MARIANO DE MATOS;1;SUL;COLISÃO;MOTOCICLETA;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;;NI;0
648857;-51,205148;-30,070034;16/06/2018;19:00:00;R NUNES;;561;SUL;ABALROAMENTO;MOTOCICLETA;SÁBADO;NOITE;CONDUTOR;MASCULINO;28;26 A 35;0
656721;-51,10611051;-30,0421012;30/01/2019;00:30:00;R QUATRO JARDIM PROTASIO ALVES;;629;LESTE;QUEDA;MOTOCICLETA;QUARTA-FEIRA;MADRUGADA;CONDUTOR;FEMININO;35;26 A 35;0
690536;-51,17058943;-30,07096916;19/12/2021;08:30:00;R BORBOREMA;;449;LESTE;ABALROAMENTO;MOTOCICLETA;DOMINGO;MANHÃ;OCUPANTE;FEMININO;26;26 A 35;0
678033;-51,18798646;-29,99681613;13/12/2020;21:00:00;R DONA TEODORA;;1700;NORTE;CHOQUE;AUTOMÓVEL;DOMINGO;NOITE;CONDUTOR;MASCULINO;51;46 A 59;0
681717;-51,23235827;-30,02948171;05/05/2021;19:35:00;R CALDAS JUNIOR;;120;CENTRO;CHOQUE;AUTOMÓVEL;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;58;46 A 59;0
684002;-51,10417057;-30,04177728;01/07/2021;08:48:00;AV PROTASIO ALVES;;10847;LESTE;COLISÃO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;27;26 A 35;0
674169;-51,1486618;-30,17248238;02/08/2020;19:40:00;AV EDGAR PIRES DE CASTRO;;3470;SUL;ABALROAMENTO;AUTOMÓVEL;DOMINGO;NOITE;OCUPANTE;NAO INFORMADO;18;18 A 25;0
673280;-51,15087805;-30,06482479;18/06/2020;08:00:00;AV ANTONIO CARVALHO;;80;LESTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;44;36 A 45;0
734264;-51,18814383;-29,99673074;16/08/2023;14:50:00;AV CEARA;AV SAO PEDRO;;NORTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;TARDE;OCUPANTE;MASCULINO;22;18 A 25;0
736645;-51,15653334;-30,00851854;15/10/2023;18:53:00;AV BERNARDI;R DOMINGOS RUBBO;191;NORTE;ABALROAMENTO;AUTOMÓVEL;DOMINGO;NOITE;OCUPANTE;FEMININO;82;60 +;0
688667;-51,2426561;-30,08095551;29/10/2021;08:00:00;AV CAPIVARI;R TAQUARY;420;SUL;COLISÃO;AUTOMÓVEL;SEXTA-FEIRA;MANHÃ;CONDUTOR;FEMININO;73;60 +;0
657133;-51,22545443;-30,0951012;15/02/2019;11:00:00;AV NONOAI;;1736;SUL;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;57;46 A 59;0
649342;-51,156506;-30,162812;03/07/2018;09:00:00;AV EDGAR PIRES DE CASTRO;;3708;SUL;ATROPELAMENTO;;TERÇA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;21;18 A 25;0
732206;-51,13075601;-29,99621585;30/06/2023;21:30:00;AV ASSIS BRASIL;;6203;NORTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;21;18 A 25;0
688279;-51,17561594;-30,01867304;22/10/2021;10:30:00;AV FRANCISCO PETUCO;AV PLINIO BRASIL MILANO;1609;NORTE;COLISÃO;BICICLETA;SEXTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;32;26 A 35;0
729064;-51,2384959;-30,04235183;16/04/2023;04:00:00;AV EDVALDO PEREIRA PAIVA;;1125;CENTRO;QUEDA;MOTOCICLETA;DOMINGO;MADRUGADA;OCUPANTE;MASCULINO;22;18 A 25;0
687414;-51,13803578;-29,99507263;04/10/2021;20:15:00;AV GAUCHOS;;775;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;OCUPANTE;FEMININO;21;18 A 25;0
691999;-51,18934249;-30,06146737;06/02/2022;21:30:00;AV BENTO GONCALVES;;2550;LESTE;ATROPELAMENTO;;DOMINGO;NOITE;PEDESTRE;MASCULINO;22;18 A 25;0
687169;-51,20578493;-30,06638535;27/09/2021;16:10:00;AV PROF OSCAR PEREIRA;R FELIZARDO DE FARIAS;1824;SUL;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;30;26 A 35;0
683400;-51,15494683;-30,01822713;04/06/2021;17:30:00;R GASTON ENGLERT;;225;NORTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;NAO INFORMADO;;NI;0
700676;-51,2122516;-30,03506622;23/09/2022;07:10:00;AV OSVALDO ARANHA;;1022;CENTRO;ABALROAMENTO;LOTAÇÃO;SEXTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
715792;-51,09597741;-30,22078326;12/10/2022;21:10:00;ESTR VAREJAO;;404;SUL;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;FEMININO;24;18 A 25;0
681891;-51,19249745;-30,03348959;10/05/2021;10:20:00;R CASEMIRO DE ABREU;;1549;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;49;46 A 59;0
644100;-51,173053;-30,008048;20/01/2018;13:30:00;AV ASSIS BRASIL;;1255;NORTE;ABALROAMENTO;AUTOMÓVEL;SÁBADO;TARDE;OCUPANTE;MASCULINO;13;11 A 17;0
680489;-51,15264083;-30,04169445;05/04/2021;18:33:00;AV PROTASIO ALVES;;5899;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;FEMININO;34;26 A 35;0
695298;-51,19544988;-29,99083918;09/05/2022;07:50:00;AV A J RENNER;;680;NORTE;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;32;26 A 35;0
685095;-51,10464634;-29,99835901;31/07/2021;03:50:00;R ALBA GARCIA DE OLIVEIRA;;245;NORTE;CHOQUE;AUTOMÓVEL;SÁBADO;MADRUGADA;CONDUTOR;MASCULINO;;NI;0
678974;-51,18485476;-30,08860556;27/01/2021;14:26:00;AV PROF OSCAR PEREIRA;;5260;SUL;CHOQUE;ÔNIBUS METROPOLITANO;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;53;46 A 59;0
689920;-51,20654583;-30,05204529;01/12/2021;18:40:00;AV BENTO GONCALVES;PCA JAYME TELLES;642;LESTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;63;60 +;0
662155;-51,16913438;-30,0029873;03/07/2019;16:00:00;AV SERTORIO;;3597;NORTE;ABALROAMENTO;CAMINHÃO;QUARTA-FEIRA;TARDE;OCUPANTE;MASCULINO;42;36 A 45;0
653326;-51,109502;-30,015984;23/10/2018;19:30:00;AV BALTAZAR DE OLIVEIRA GARCIA;;3571;NORTE;ATROPELAMENTO;;TERÇA-FEIRA;NOITE;PEDESTRE;MASCULINO;34;26 A 35;0
691700;-51,21373415;-30,04739726;23/01/2022;05:45:00;AV AZENHA;AV IPIRANGA;355;CENTRO;ABALROAMENTO;BICICLETA;DOMINGO;MADRUGADA;CONDUTOR;MASCULINO;57;46 A 59;0
699637;-51,16788768;-30,16245606;03/03/2022;20:30:00;R SCHNEIDER;;1488;SUL;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;63;60 +;0
692417;-51,20572738;-30,03729303;19/01/2022;16:50:00;AV PROTASIO ALVES;;230;LESTE;NAO CADASTRADO;AUTOMÓVEL;QUARTA-FEIRA;TARDE;CONDUTOR;FEMININO;22;18 A 25;0
729556;-51,15393534;-30,04146987;30/04/2023;14:18:00;AV SATURNINO DE BRITO;AV PROTASIO ALVES;;LESTE;ABALROAMENTO;AUTOMÓVEL;DOMINGO;TARDE;OCUPANTE;FEMININO;;NI;0
700077;-51,19624702;-30,04143001;06/09/2022;15:00:00;R VICENTE DA FONTOURA;;2352;LESTE;ATROPELAMENTO;;TERÇA-FEIRA;TARDE;PEDESTRE;MASCULINO;44;36 A 45;0
703274;-51,20571239;-30,02456209;25/11/2022;13:54:00;R HILARIO RIBEIRO;;52;LESTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;FEMININO;32;26 A 35;0
692391;-51,16391853;-30,04003537;04/02/2022;01:00:00;AV PROTASIO ALVES;;4788;LESTE;CHOQUE;AUTOMÓVEL;SEXTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;;NI;0
727953;-51,1671422;-30,04069009;15/03/2023;14:50:00;AV PROTASIO ALVES;;4425;LESTE;ABALROAMENTO;;QUARTA-FEIRA;TARDE;PEDESTRE;FEMININO;30;26 A 35;0
700516;-51,16947652;-30,05957051;17/09/2022;12:00:00;R PROF CRISTIANO FISCHER;;2294;LESTE;ABALROAMENTO;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;MASCULINO;26;26 A 35;0
649123;-51,20297;-30,026301;22/06/2018;12:00:00;R VINTE QUATRO DE OUTUBRO;;494;NORTE;ATROPELAMENTO;;SEXTA-FEIRA;TARDE;PEDESTRE;FEMININO;41;36 A 45;0
698792;-51,20207732;-30,07394582;03/08/2022;11:00:00;AV CEL APARICIO BORGES;;629;SUL;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;51;46 A 59;0
682615;-51,1965387;-30,07520591;12/05/2021;18:35:00;R INTENDENTE ALFREDO AZEVEDO;;435;SUL;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;FEMININO;39;36 A 45;0
644273;-51,169227;-30,055495;24/01/2018;12:30:00;AV IPIRANGA;;6900;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;NAO INFORMADO;;NI;0
694701;-51,1844315;-30,02205772;23/04/2022;06:40:00;AV CARLOS GOMES;AV PLINIO BRASIL MILANO;10;LESTE;ABALROAMENTO;MOTOCICLETA;SÁBADO;MANHÃ;CONDUTOR;MASCULINO;37;36 A 45;0
703766;-51,12146386;-30,03392956;06/12/2022;08:37:00;AV MANOEL ELIAS;;2064;NORTE;COLISÃO;AUTOMÓVEL;TERÇA-FEIRA;MANHÃ;CONDUTOR;FEMININO;30;26 A 35;0
651060;-51,214242;-30,02426;13/07/2018;18:30:00;AV FARRAPOS;;635;NORTE;ATROPELAMENTO;;SEXTA-FEIRA;NOITE;PEDESTRE;FEMININO;18;18 A 25;0
653193;-51,119649;-30,019772;12/10/2018;14:11:00;AV MANOEL ELIAS;AV JUSCELINO KUBITSCHEK DE OLIVEIRA;0;NORTE;ABALROAMENTO;BICICLETA;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;36;36 A 45;0
648877;-51,219646;-30,026598;15/06/2018;01:25:00;R VOLUNTARIOS DA PATRIA;AV FARRAPOS;0;CENTRO;ABALROAMENTO;TÁXI;SEXTA-FEIRA;MADRUGADA;CONDUTOR;MASCULINO;44;36 A 45;0
690190;-51,20391711;-30,00439355;08/12/2021;11:40:00;AV BRASIL;R SANTOS DUMONT;357;NORTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;31;26 A 35;0
683241;-51,22001445;-30,12582737;27/05/2021;17:15:00;AV EDUARDO PRADO;;660;SUL;COLISÃO;;QUINTA-FEIRA;TARDE;NAOINFORMADO;FEMININO;;NI;0
701404;-51,2025663;-30,01041557;10/10/2022;20:23:00;AV FARRAPOS;AV SAO PEDRO;2505;NORTE;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;38;36 A 45;0
688517;-51,22275472;-30,0355981;26/10/2021;10:30:00;R SARMENTO LEITE;;763;CENTRO;ABALROAMENTO;BICICLETA;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;65;60 +;0
735937;-51,20235799;-30,04361727;23/09/2023;04:10:00;AV IPIRANGA;;2495;LESTE;COLISÃO;MOTOCICLETA;SÁBADO;MADRUGADA;CONDUTOR;MASCULINO;36;36 A 45;0
693753;-51,10752689;-29,9981093;16/03/2022;18:30:00;R ZIGOMAR FRANCISCO ZANIN;;40;NORTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;22;18 A 25;0
689940;-51,19984238;-29,98315899;02/12/2021;07:20:00;R ADELINO MACHADO DE SOUZA;;156;NORTE;ATROPELAMENTO;CAMINHÃO;QUINTA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;77;60 +;1
702075;-51,22882042;-30,04254968;25/10/2022;07:47:00;AV BORGES DE MEDEIROS;;1555;CENTRO;CHOQUE;AUTOMÓVEL;TERÇA-FEIRA;MANHÃ;CONDUTOR;FEMININO;32;26 A 35;0
653471;-51,188859;-30,052111;26/10/2018;09:20:00;R LA PLATA;;850;LESTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;28;26 A 35;0
698048;-51,12597529;-30,09905827;16/07/2022;01:10:00;ESTR JOAO DE OLIVEIRA REMIAO;;2858;LESTE;ABALROAMENTO;MOTOCICLETA;SÁBADO;MADRUGADA;CONDUTOR;FEMININO;29;26 A 35;0
648320;-51,233789;-30,036336;31/05/2018;16:50:00;R GEN BENTO MARTINS;;741;CENTRO;COLISÃO;BICICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;28;26 A 35;0
676258;-51,17232352;-30,00814841;21/10/2020;21:30:00;AV ASSIS BRASIL;;1340;NORTE;CHOQUE;AUTOMÓVEL;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;66;60 +;0
649484;-51,203505;-30,005939;09/07/2018;10:40:00;AV SAO PAULO;;331;NORTE;COLISÃO;AUTOMÓVEL;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;25;18 A 25;0
687849;-51,19685556;-30,02344487;15/10/2021;20:30:00;R CEL BORDINI;;643;LESTE;ATROPELAMENTO;;SEXTA-FEIRA;NOITE;PEDESTRE;MASCULINO;;NI;0
654599;-51,178865;-30,003229;26/11/2018;06:30:00;AV SERTORIO;AV GEN EMILIO LUCIO ESTEVES;0;NORTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;MANHÃ;OCUPANTE;MASCULINO;16;11 A 17;0
701805;-51,17752782;-30,00850272;19/10/2022;18:10:00;R SAO NICOLAU;R PIAUI;;NORTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
694984;-51,1583415;-30,04641558;01/05/2022;16:10:00;R A VILA N S FATIMA-DIVINEIA;;67;LESTE;COLISÃO;MOTOCICLETA;DOMINGO;TARDE;CONDUTOR;MASCULINO;36;36 A 45;0
681250;-51,21907175;-30,09010942;20/04/2021;16:50:00;AV NONOAI;;737;SUL;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;FEMININO;;NI;0
735101;-51,15034684;-30,02741506;04/09/2023;15:00:00;R DOM LUIZ GUANELLA;;23;NORTE;COLISÃO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;OCUPANTE;FEMININO;69;60 +;0
694245;-51,18370745;-30,0675447;06/04/2022;21:10:00;AV SILVADO;;438;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;FEMININO;35;26 A 35;0
683272;-51,11015807;-30,00687233;14/06/2021;19:00:00;R GEN SADY CAHEN FISCHER;;991;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;23;18 A 25;0
728881;-51,17620166;-30,17596966;12/04/2023;13:30:00;R UBIRAJARA LEMOS MACHADO;;;SUL;ATROPELAMENTO;;QUARTA-FEIRA;TARDE;PEDESTRE;FEMININO;;NI;0
702429;-51,12748842;-30,1976156;04/11/2022;18:01:00;AV EDGAR PIRES DE CASTRO;;9412;SUL;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;49;46 A 59;0
682720;-51,21990416;-30,0395885;01/06/2021;17:15:00;R GEN LIMA E SILVA;;785;CENTRO;EVENTUAL;;TERÇA-FEIRA;TARDE;PEDESTRE;FEMININO;58;46 A 59;0
736702;-51,10285474;-30,11861555;16/10/2023;08:10:00;AV DEPUTADO ADAO PRETTO;;562;LESTE;ATROPELAMENTO;;SEGUNDA-FEIRA;MANHÃ;PEDESTRE;FEMININO;12;11 A 17;0
