idacidente;longitude;latitude;data;hora;log1;log2;predial1;regiao;tipo_acid;tipo_veic;dia_sem;periododia;sit_vitima;sexo;idade;fx_et;fatais
695792;-51,09991874;-30,01570333;24/05/2022;07:45:00;ESTR ANTONIO SEVERINO;;109;NORTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;25;18 A 25;0
693117;-51,17418768;-30,03806422;10/03/2022;16:20:00;AV CARLOS GOMES;;2089;LESTE;ATROPELAMENTO;;QUINTA-FEIRA;TARDE;PEDESTRE;FEMININO;69;60 +;0
680201;-51,19218747;-30,04393793;21/03/2021;15:30:00;R FELIPE DE OLIVEIRA;R ECA DE QUEIROZ;938;LESTE;ABALROAMENTO;AUTOMÓVEL;DOMINGO;TARDE;CONDUTOR;FEMININO;49;46 A 59;0
688245;-51,16054393;-30,05607834;16/04/2021;23:00:00;AV IPIRANGA;;7721;LESTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;25;18 A 25;0
656569;-51,1251567;-30,00008728;28/01/2019;17:00:00;AV SARANDI;;6405;NORTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;CONDUTOR;FEMININO;49;46 A 59;0
646945;-51,216381;-30,041186;01/05/2018;04:45:00;AV VENANCIO AIRES;AV JOAO PESSOA;0;CENTRO;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;MADRUGADA;OCUPANTE;FEMININO;19;18 A 25;0
680668;-51,23689144;-30,10067843;08/04/2021;13:54:00;R AFONSO ARINOS;TRAV ESCOBAR;440;SUL;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;CONDUTOR;FEMININO;42;36 A 45;0
647096;-51,197968;-30,160072;04/05/2018;18:45:00;R FRANCISCO DA SILVEIRA PASTORIZA;;1021;NORTE;ABALROAMENTO;BICICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;26;26 A 35;0
682541;-51,18347347;-30,04103546;18/05/2021;17:20:00;R CARAZINHO;R JOAO ABBOTT;0;LESTE;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;24;18 A 25;0
731819;-51,21253846;-30,05213855;17/06/2023;06:00:00;AV PROF OSCAR PEREIRA;;115;SUL;COLISÃO;BICICLETA;SÁBADO;MANHÃ;CONDUTOR;MASCULINO;32;26 A 35;0
731706;-51,23305689;-30,10267752;19/06/2023;15:30:00;AV OTTO NIEMEYER;;2714;SUL;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;61;60 +;0
694243;-51,16657203;-30,03169339;08/04/2022;22:00:00;R CARLOS HUBER;;1000;NORTE;ABALROAMENTO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;25;18 A 25;0
696837;-51,18996026;-30,05163781;15/06/2022;12:10:00;R LA PLATA;R BUENOS AIRES;692;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;;NI;0
692691;-51,23764336;-30,07922103;24/02/2022;08:30:00;AV JACUI;R CURUPAITI;981;SUL;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;55;46 A 59;0
647930;-51,13958;-30,103254;16/05/2018;20:41:00;ESTR AFONSO LOURENCO MARIANTE;;4705;SUL;QUEDA;MOTOCICLETA;QUARTA-FEIRA;NOITE;OCUPANTE;FEMININO;48;46 A 59;1
736760;-51,22872405;-30,06971896;17/10/2023;18:16:00;AV ICARAI;;1549;SUL;COLISÃO;BICICLETA;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;60;60 +;0
650309;-51,126635;-30,023474;25/07/2018;18:50:00;AV DEZ DE MAIO;;613;NORTE;ATROPELAMENTO;;QUARTA-FEIRA;NOITE;PEDESTRE;FEMININO;84;60 +;0
681902;-51,20291948;-29,98855359;21/03/2021;11:00:00;R VOLUNTARIOS DA PATRIA;;6081;NORTE;ABALROAMENTO;AUTOMÓVEL;DOMINGO;MANHÃ;OCUPANTE;FEMININO;;NI;0
734795;-51,20843604;-30,02213084;29/08/2023;18:50:00;R DR VALE;;10;LESTE;ATROPELAMENTO;;TERÇA-FEIRA;NOITE;PEDESTRE;MASCULINO;42;36 A 45;0
655782;-51,22324124;-30,10313145;02/01/2019;17:00:00;AV VICENTE MONTEGGIA;;972;SUL;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;;NI;0
678229;-51,20896039;-30,04006576;06/01/2021;12:40:00;AV JERONIMO DE ORNELAS;;654;CENTRO;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;22;18 A 25;0
716587;-51,21996234;-30,15475909;18/02/2023;08:14:00;AV SERRARIA;;1302;SUL;COLISÃO;MOTOCICLETA;SÁBADO;MANHÃ;OCUPANTE;FEMININO;33;26 A 35;0
730958;-51,1959621;-30,04033652;01/06/2023;11:27:00;AV PROTASIO ALVES;;1217;LESTE;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;50;46 A 59;0
648570;-51,090701;-30,139434;09/06/2018;23:55:00;ESTR JOAO DE OLIVEIRA REMIAO;;8967;LESTE;ATROPELAMENTO;;SÁBADO;NOITE;PEDESTRE;FEMININO;35;26 A 35;0
692233;-51,14848015;-30,06720692;12/02/2022;18:00:00;AV BENTO GONCALVES;;6770;LESTE;ABALROAMENTO;MOTOCICLETA;SÁBADO;NOITE;CONDUTOR;MASCULINO;37;36 A 45;0
667299;-51,18737011;-30,15699909;13/11/2019;19:00:00;AV EDGAR PIRES DE CASTRO;;327;SUL;ABALROAMENTO;;QUARTA-FEIRA;NOITE;NAO INFORMADO;FEMININO;41;36 A 45;0
652706;-51,118278;-30,009697;10/09/2018;19:00:00;AV DANTE ANGELO PILLA;;566;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;FEMININO;20;18 A 25;0
735731;-51,20984569;-30,03174407;17/09/2023;10:30:00;R FELIPE CAMARAO;;265;LESTE;NAO CADASTRADO;MOTOCICLETA;DOMINGO;MANHÃ;CONDUTOR;MASCULINO;31;26 A 35;0
734422;-51,1145175;-29,97888438;22/08/2023;11:00:00;AV ASSIS BRASIL;;8787;NORTE;COLISÃO;ÔNIBUS;TERÇA-FEIRA;MANHÃ;OCUPANTE;FEMININO;16;11 A 17;1
644602;-51,202651;-30,073998;02/02/2018;22:20:00;AV PROF OSCAR PEREIRA;AV CEL APARICIO BORGES;0;SUL;COLISÃO;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;21;18 A 25;0
701576;-51,21977682;-30,02533965;13/10/2022;17:00:00;AV PRESIDENTE CASTELO BRANCO;;2;CENTRO;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;TARDE;OCUPANTE;FEMININO;;NI;0
694158;-51,20455258;-30,01308924;05/04/2022;08:30:00;AV PRESIDENTE FRANKLIN ROOSEVELT;;1512;NORTE;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;38;36 A 45;0
732530;-51,14750243;-30,05632287;04/07/2023;15:15:00;AV ANTONIO CARVALHO;;1515;LESTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;TARDE;OCUPANTE;FEMININO;45;36 A 45;0
650180;-51,140078;-30,102489;21/07/2018;21:35:00;ESTR AFONSO LOURENCO MARIANTE;;4624;SUL;COLISÃO;AUTOMÓVEL;SÁBADO;NOITE;CONDUTOR;MASCULINO;23;18 A 25;0
688054;-51,22463904;-30,15170629;19/10/2021;20:47:00;AV GUAIBA;;12750;SUL;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;NOITE;OCUPANTE;MASCULINO;23;18 A 25;0
733655;-51,24103773;-30,09414654;26/07/2023;09:30:00;AV WENCESLAU ESCOBAR;R TAMANDARE;;SUL;ABALROAMENTO;AUTOMÓVEL;QUARTA-FEIRA;MANHÃ;OCUPANTE;MASCULINO;;NI;0
700297;-51,18871789;-30,02401453;15/09/2022;13:00:00;R EUDORO BERLINK;;888;LESTE;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;30;26 A 35;0
734394;-51,19261738;-29,99994473;21/08/2023;08:30:00;R DONA MARGARIDA;;990;NORTE;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;20;18 A 25;0
696792;-51,18377936;-30,04351604;17/06/2022;12:00:00;AV PROTASIO ALVES;;2526;LESTE;ATROPELAMENTO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;PEDESTRE;FEMININO;51;46 A 59;0
727847;-51,20540023;-30,0297749;14/03/2023;10:20:00;R DONA LAURA;;37;LESTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
683396;-51,21888936;-30,03055849;04/06/2021;13:30:00;R IRMAO JOSE OTAO;;0;CENTRO;ATROPELAMENTO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;PEDESTRE;FEMININO;101;60 +;0
650064;-51,21662;-30,04083;26/06/2018;14:48:00;AV JOAO PESSOA;;1080;CENTRO;ATROPELAMENTO;;TERÇA-FEIRA;TARDE;PEDESTRE;MASCULINO;;NI;0
649245;-51,214972;-30,173138;26/06/2018;16:30:00;AV DA SERRARIA;;2680;SUL;COLISÃO;AUTOMÓVEL;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;52;46 A 59;0
649921;-51,204553;-30,050164;03/07/2018;15:30:00;R VICENTE DA FONTOURA;R GOMES JARDIM;0;LESTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;25;18 A 25;0
678156;-51,10513653;-30,12460681;30/12/2020;14:58:00;ESTR JOAO DE OLIVEIRA REMIAO;;6659;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;25;18 A 25;0
685276;-51,18611533;-30,00293984;04/08/2021;11:27:00;AV SERTORIO;;1875;NORTE;QUEDA;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
686158;-51,16253403;-30,06535578;29/08/2021;22:05:00;R NOVE DE JUNHO;;333;LESTE;ABALROAMENTO;MOTOCICLETA;DOMINGO;NOITE;CONDUTOR;MASCULINO;23;18 A 25;0
644586;-51,10738;-30,144555;01/02/2018;16:00:00;ESTR JOAO ANTONIO SILVEIRA;;6071;SUL;COLISÃO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;49;46 A 59;0
734188;-51,12169359;-30,09137083;14/08/2023;20:40:00;R DOLORES DURAN;;2100;LESTE;QUEDA;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;FEMININO;29;26 A 35;0
692819;-51,22547906;-30,10666834;21/02/2022;21:00:00;R EVANGELISTA FRANCISCO DA SILVA;;332;SUL;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
679460;-51,17250085;-30,04760621;31/01/2021;15:10:00;R PROF CRISTIANO FISCHER;R ENG ANTONIO CARLOS TIBIRICA;550;CENTRO;ABALROAMENTO;MOTOCICLETA;DOMINGO;TARDE;CONDUTOR;MASCULINO;;NI;0
683174;-51,2151311;-30,08569841;12/03/2021;21:50:00;AV NONOAI;;128;SUL;QUEDA;MOTOCICLETA;SEXTA-FEIRA;NOITE;CONDUTOR;MASCULINO;42;36 A 45;0
728550;-51,17669531;-30,03602257;04/04/2023;15:30:00;R JOAO CAETANO;;2098;LESTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;24;18 A 25;0
737444;-51,19832589;-30,16507812;26/10/2023;23:00:00;R DR HERMES PACHECO;;860;SUL;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
700239;-51,23191727;-30,06368319;13/09/2022;19:00:00;AV PADRE CACIQUE;;891;SUL;COLISÃO;AUTOMÓVEL;TERÇA-FEIRA;NOITE;CONDUTOR;FEMININO;26;26 A 35;0
683209;-51,18086161;-30,00370989;14/01/2021;13:30:00;R PADRE HILDEBRANDO;AV GEN EMILIO LUCIO ESTEVES;214;NORTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;22;18 A 25;0
699351;-51,14321971;-30,16860789;24/08/2022;11:30:00;ESTR CHACARA DO BANCO;;619;SUL;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;42;36 A 45;0
702195;-51,16417505;-30,11302051;23/10/2022;00:55:00;ESTR AFONSO LOURENCO MARIANTE;;1430;SUL;NAO CADASTRADO;AUTOMÓVEL;DOMINGO;MADRUGADA;CONDUTOR;FEMININO;;NI;0
702792;-51,11109765;-30,03896007;14/11/2022;15:40:00;AV PROTASIO ALVES;;10136;LESTE;COLISÃO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;OCUPANTE;FEMININO;;NI;0
734989;-51,21694319;-30,05980639;28/08/2023;11:50:00;AV CEL GASTAO HASLOCHER MAZERON;R OSCAR SCHNEIDER;;SUL;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;19;18 A 25;0
687089;-51,16911573;-30,01172481;25/09/2021;01:30:00;AV ASSIS BRASIL;;1800;NORTE;CHOQUE;AUTOMÓVEL;SÁBADO;MADRUGADA;OCUPANTE;MASCULINO;30;26 A 35;0
673180;-51,12814915;-30,00920558;16/06/2020;13:35:00;AV SERTORIO;;10120;NORTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;TARDE;CONDUTOR;FEMININO;34;26 A 35;0
653229;-51,194471;-30,040464;13/09/2018;07:45:00;AV PROTASIO ALVES;AV CEL LUCAS DE OLIVEIRA;0;LESTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;27;26 A 35;0
648847;-51,236535;-30,085577;16/06/2018;20:10:00;R UPAMAROTI;;549;SUL;ATROPELAMENTO;;SÁBADO;NOITE;PEDESTRE;FEMININO;38;36 A 45;1
678821;-51,13183681;-30,08222078;11/01/2021;07:30:00;ESTR JOAO DE OLIVEIRA REMIAO;;672;LESTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
682158;-51,20833556;-30,03787282;10/05/2021;11:55:00;R RAMIRO BARCELOS;;2129;CENTRO;ATROPELAMENTO;;SEGUNDA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;71;60 +;0
645003;-51,176432;-30,007958;19/02/2018;10:30:00;R SANTA CATARINA;;40;NORTE;ATROPELAMENTO;;SEGUNDA-FEIRA;MANHÃ;PEDESTRE;MASCULINO;50;46 A 59;0
686189;-51,2410554;-30,03541008;30/08/2021;11:50:00;AV EDVALDO PEREIRA PAIVA;;0;SUL;COLISÃO;BICICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;FEMININO;39;36 A 45;0
701264;-51,21824563;-30,04816859;06/10/2022;11:40:00;AV ERICO VERISSIMO;AV IPIRANGA;;CENTRO;QUEDA;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
715470;-51,20449123;-30,02756607;18/01/2023;08:08:00;R MARIANTE;R DONA LAURA;;LESTE;NAO CADASTRADO;;QUARTA-FEIRA;MANHÃ;NAOINFORMADO;FEMININO;;NI;0
685909;-51,21061892;-30,06483082;22/08/2021;00:01:00;R OSCAR SCHNEIDER;AV DR CARLOS BARBOSA;140;SUL;COLISÃO;AUTOMÓVEL;DOMINGO;MADRUGADA;OCUPANTE;FEMININO;14;11 A 17;0
683274;-51,16431483;-30,07211092;01/06/2021;11:30:00;R SANTO ALFREDO;;1137;LESTE;EVENTUAL;MOTOCICLETA;TERÇA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;18;18 A 25;0
696135;-51,22258627;-30,09842708;29/05/2022;05:30:00;AV CAVALHADA;;1;SUL;CHOQUE;AUTOMÓVEL;DOMINGO;MADRUGADA;CONDUTOR;FEMININO;41;36 A 45;0
731087;-51,16763269;-30,06182048;01/06/2023;21:40:00;AV BENTO GONCALVES;;4845;LESTE;ABALROAMENTO;AUTOMÓVEL;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;29;26 A 35;0
681711;-51,22889535;-30,09408467;26/04/2021;08:20:00;R DR CAMPOS VELHO;;1724;SUL;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;19;18 A 25;0
696969;-51,20414402;-30,05306384;06/06/2022;18:26:00;AV BENTO GONCALVES;;867;LESTE;NAO CADASTRADO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;41;36 A 45;0
716250;-51,21584396;-30,04179702;11/02/2023;07:05:00;AV JOAO PESSOA;;1200;CENTRO;ATROPELAMENTO;;SÁBADO;MANHÃ;PEDESTRE;NAO INFORMADO;;NI;0
694067;-51,25321524;-30,10411639;02/04/2022;19:00:00;AV WENCESLAU ESCOBAR;;1823;SUL;ATROPELAMENTO;;SÁBADO;NOITE;PEDESTRE;MASCULINO;40;36 A 45;0
704172;-51,1451694;-30,02997162;13/12/2022;20:30:00;AV ALBERTO PASQUALINI;;244;NORTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;52;46 A 59;0
688237;-51,1843699;-30,0082013;04/04/2019;19:30:00;AV ASSIS BRASIL;;0;NORTE;QUEDA;MOTOCICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;35;26 A 35;0
653141;-51,226503;-30,030847;08/10/2018;15:58:00;AV SENADOR SALGADO FILHO;;114;CENTRO;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;TARDE;OCUPANTE;FEMININO;15;11 A 17;0
696449;-51,12187821;-29,99418923;06/06/2022;06:10:00;AV FRANCISCO SILVEIRA BITENCOURT;;767;NORTE;COLISÃO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;44;36 A 45;0
731707;-51,21359312;-30,05792657;17/06/2023;14:15:00;AV DR CARLOS BARBOSA;;231;SUL;COLISÃO;MOTOCICLETA;SÁBADO;TARDE;CONDUTOR;MASCULINO;55;46 A 59;0
652847;-51,137839;-30,043109;17/09/2018;23:20:00;AV PROTASIO ALVES;;7325;LESTE;ABALROAMENTO;AUTOMÓVEL;SEGUNDA-FEIRA;NOITE;OCUPANTE;FEMININO;20;18 A 25;0
697320;-51,22753799;-30,04694335;29/06/2022;12:46:00;AV PRAIA DE BELAS;R DEZESSETE DE JUNHO;993;CENTRO;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;;NI;0
701950;-51,2412694;-30,07243399;24/10/2022;10:20:00;AV PINHEIRO BORDA;AV CAPIVARI;;SUL;COLISÃO;;SEGUNDA-FEIRA;MANHÃ;NAOINFORMADO;NAO INFORMADO;;NI;0
704097;-51,18754739;-30,03740907;06/12/2022;13:28:00;AV NILOPOLIS;;451;LESTE;QUEDA;ÔNIBUS URBANO;TERÇA-FEIRA;TARDE;OCUPANTE;FEMININO;49;46 A 59;0
650163;-51,133876;-29,988104;20/07/2018;08:00:00;AV MARTINS BASTOS;;118;NORTE;ABALROAMENTO;AUTOMÓVEL;SEXTA-FEIRA;MANHÃ;OCUPANTE;FEMININO;60;60 +;0
701997;-51,19492408;-30,08403374;25/10/2022;08:40:00;AV PROF OSCAR PEREIRA;;4050;SUL;COLISÃO;ÔNIBUS URBANO;TERÇA-FEIRA;MANHÃ;OCUPANTE;FEMININO;27;26 A 35;0
646422;-51,153986;-30,041549;08/04/2018;22:00:00;AV PROTASIO ALVES;AV SATURNINO DE BRITO;0;NORTE;ABALROAMENTO;AUTOMÓVEL;DOMINGO;NOITE;CONDUTOR;FEMININO;60;60 +;0
682922;-51,21520926;-30,03045879;07/06/2021;08:00:00;R GARIBALDI;;1085;CENTRO;ABALROAMENTO;BICICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;35;26 A 35;0
679495;-51,19544685;-30,04954563;09/02/2021;21:20:00;AV IPIRANGA;R CEL CORTE REAL;0;LESTE;ABALROAMENTO;MOTOCICLETA;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
715417;-51,20524406;-30,04353069;17/01/2023;07:00:00;AV IPIRANGA;R SAO MANOEL;2000;LESTE;ABALROAMENTO;AUTOMÓVEL;TERÇA-FEIRA;MANHÃ;OCUPANTE;FEMININO;22;18 A 25;0
698420;-51,21836913;-30,12687726;22/07/2022;01:40:00;R ATILIO SUPERTTI;;2180;SUL;NAO CADASTRADO;AUTOMÓVEL;SEXTA-FEIRA;MADRUGADA;CONDUTOR;FEMININO;22;18 A 25;0
689196;-51,14067436;-30,00714553;12/11/2021;16:30:00;AV ASSIS BRASIL;;4711;NORTE;CHOQUE;MOTOCICLETA;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;39;36 A 45;0
732711;-51,09818065;-29,99076451;12/07/2023;07:30:00;AV BERNARDINO SILVEIRA PASTORIZA;;1000;NORTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;30;26 A 35;0
687507;-51,22563305;-30,07913952;30/08/2021;19:03:00;R DONA MALVINA;;640;SUL;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;23;18 A 25;0
735898;-51,20639429;-30,07184241;22/09/2023;16:23:00;R ANCHIETA;;241;SUL;COLISÃO;AUTOMÓVEL;SEXTA-FEIRA;TARDE;CONDUTOR;MASCULINO;50;46 A 59;0
698424;-51,10760378;-30,03630903;05/07/2022;18:06:00;AV DELEGADO ELY CORREA PRADO;;876;LESTE;ATROPELAMENTO;;TERÇA-FEIRA;NOITE;PEDESTRE;FEMININO;67;60 +;0
728890;-51,18651548;-30,04091474;12/04/2023;23:20:00;AV BAGE;;330;LESTE;COLISÃO;MOTOCICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;31;26 A 35;0
727966;-51,18902777;-30,03306141;16/03/2023;07:00:00;AV DR NILO PECANHA;;;LESTE;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;;NI;0
654068;-51,131783;-29,987233;14/11/2018;14:25:00;R REZENDE COSTA;;360;NORTE;QUEDA;MOTOCICLETA;QUARTA-FEIRA;TARDE;CONDUTOR;MASCULINO;35;26 A 35;0
654715;-51,110338;-30,110748;29/11/2018;08:30:00;ESTR JOAO DE OLIVEIRA REMIAO;;5088;LESTE;COLISÃO;AUTOMÓVEL;QUINTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;26;26 A 35;0
695578;-51,19896748;-30,04436748;16/05/2022;14:05:00;AV IPIRANGA;;2900;LESTE;COLISÃO;AUTOMÓVEL;SEGUNDA-FEIRA;TARDE;CONDUTOR;MASCULINO;56;46 A 59;0
716879;-51,1756313;-30,20463542;25/02/2023;07:30:00;ESTR FRANCISCA DE OLIVEIRA VIEIRA;;966;SUL;ABALROAMENTO;MOTOCICLETA;SÁBADO;MANHÃ;CONDUTOR;MASCULINO;16;11 A 17;0
668428;-51,17056959;-30,06403786;10/12/2019;18:30:00;R SALDANHA DA GAMA;;15;LESTE;COLISÃO;MOTOCICLETA;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;39;36 A 45;0
732013;-51,22114364;-30,04425441;22/06/2023;19:24:00;AV GETULIO VARGAS;;11;CENTRO;COLISÃO;BICICLETA;QUINTA-FEIRA;NOITE;CONDUTOR;MASCULINO;22;18 A 25;0
681020;-51,1901096;-30,00182645;19/04/2021;21:00:00;AV SERTORIO;R EDU CHAVES;1544;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;NOITE;CONDUTOR;MASCULINO;22;18 A 25;0
699753;-51,13286715;-29,99989375;31/08/2022;18:30:00;AV ASSIS BRASIL;;5770;NORTE;ABALROAMENTO;BICICLETA;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;;NI;0
688687;-51,17673807;-30,09321603;25/10/2021;08:50:00;AV HERVAL;;180;SUL;QUEDA;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;21;18 A 25;0
650650;-51,124699;-29,993617;08/08/2018;23:30:00;AV FRANCISCO SILVEIRA BITENCOURT;;403;NORTE;COLISÃO;AUTOMÓVEL;QUARTA-FEIRA;NOITE;CONDUTOR;MASCULINO;36;36 A 45;0
701997;-51,19492408;-30,08403374;25/10/2022;08:40:00;AV PROF OSCAR PEREIRA;;4050;SUL;COLISÃO;ÔNIBUS URBANO;TERÇA-FEIRA;MANHÃ;OCUPANTE;FEMININO;21;18 A 25;0
696719;-51,17660237;-30,15521417;05/06/2022;17:15:00;AV EDGAR PIRES DE CASTRO;;1560;SUL;ABALROAMENTO;MOTOCICLETA;DOMINGO;TARDE;CONDUTOR;MASCULINO;30;26 A 35;0
649292;-51,195318;-30,055548;29/06/2018;12:20:00;R DR LOSSIO;;330;LESTE;ATROPELAMENTO;;SEXTA-FEIRA;TARDE;PEDESTRE;FEMININO;57;46 A 59;0
685027;-51,13384478;-30,15126565;27/07/2021;19:52:00;ESTR JOAO ANTONIO SILVEIRA;;2735;SUL;NAO CADASTRADO;MOTOCICLETA;TERÇA-FEIRA;NOITE;CONDUTOR;MASCULINO;25;18 A 25;0
682489;-51,20045185;-30,01498496;15/05/2021;11:55:00;R DR TIMOTEO;R OLINDA;0;NORTE;ABALROAMENTO;MOTOCICLETA;SÁBADO;MANHÃ;CONDUTOR;MASCULINO;22;18 A 25;0
700644;-51,15808548;-30,06250616;21/09/2022;08:15:00;R PADRE TODESCO;;248;LESTE;ABALROAMENTO;MOTOCICLETA;QUARTA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;27;26 A 35;0
733560;-51,11479858;-29,97582241;03/08/2023;14:45:00;AV ASSIS BRASIL;;11120;NORTE;EVENTUAL;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;28;26 A 35;0
727584;-51,22822626;-30,03948373;11/03/2023;20:00:00;AV DOLORES ALCARAZ CALDAS;AV EDVALDO PEREIRA PAIVA;;CENTRO;ABALROAMENTO;MOTOCICLETA;SÁBADO;NOITE;OCUPANTE;MASCULINO;23;18 A 25;0
727239;-51,17066096;-30,01029446;06/03/2023;09:00:00;AV ASSIS BRASIL;;1634;NORTE;ABALROAMENTO;MOTOCICLETA;SEGUNDA-FEIRA;MANHÃ;CONDUTOR;MASCULINO;31;26 A 35;0
678023;-51,17445476;-30,03996643;29/12/2020;17:15:00;R CURVELO;;200;LESTE;CHOQUE;AUTOMÓVEL;TERÇA-FEIRA;TARDE;CONDUTOR;MASCULINO;24;18 A 25;0
651448;-51,197605;-30,046458;30/08/2018;15:10:00;AV IPIRANGA;R VICENTE DA FONTOURA;0;CENTRO;ABALROAMENTO;MOTOCICLETA;QUINTA-FEIRA;TARDE;CONDUTOR;MASCULINO;40;36 A 45;0
